familyname | genusname
Brassicaceae | Pachycladon
Brassicaceae | Pachymitus
Brassicaceae | Pachyneurum
Brassicaceae | Pachypterygium
Brassicaceae | Parodiodoxa
Brassicaceae | Parrya
Brassicaceae | Paysonia
Brassicaceae | Pegaeophyton
Brassicaceae | Peltaria
Brassicaceae | Peltariopsis
Brassicaceae | Pennellia
Brassicaceae | Petiniotia
Brassicaceae | Petrocallis
Brassicaceae | Petroravenia
Brassicaceae | Phaeonychium
Brassicaceae | Phlebolobium
Brassicaceae | Phlegmatospermum
Brassicaceae | Phoenicaulis
Brassicaceae | Physaria
Brassicaceae | Physoptychis
Brassicaceae | Physorhynchus
Brassicaceae | Planodes
Brassicaceae | Pleiocardia
Brassicaceae | Polyctenium
Brassicaceae | Polypsecadium
Brassicaceae | Pseudanastatica
Brassicaceae | Pseuderucaria
Brassicaceae | Pseudoarabidopsis
Brassicaceae | Pseudocamelina
Brassicaceae | Pseudoclausia
Brassicaceae | Pseudosempervivum
Brassicaceae | Pseudovesicaria
Brassicaceae | Psychine
Brassicaceae | Pterygiosperma
Brassicaceae | Pterygostemon
Brassicaceae | Ptilotrichum
Brassicaceae | Pugionium
Brassicaceae | Pycnoplinthopsis
Brassicaceae | Pycnoplinthus
Brassicaceae | Quezeliantha
Brassicaceae | Quidproquo
Brassicaceae | Raffenaldia
Brassicaceae | Raphanus
Brassicaceae | Rapistrum
Brassicaceae | Rhammatophyllum
Brassicaceae | Rhizobotrya
Brassicaceae | Ricotia
Brassicaceae | Robeschia
Brassicaceae | Romanschulzia
Brassicaceae | Rorippa
Brassicaceae | Rytidocarpus
Brassicaceae | Sameraria
Brassicaceae | Sandbergia
Brassicaceae | Sarcodraba
Brassicaceae | Scambopus
Brassicaceae | Schimpera
Brassicaceae | Schivereckia
Brassicaceae | Schizopetalon
Brassicaceae | Schoenocrambe
Brassicaceae | Schouwia
Brassicaceae | Scoliaxon
Brassicaceae | Selenia
Brassicaceae | Shangrilaia
Brassicaceae | Sibara
Brassicaceae | Sinapidendron
Brassicaceae | Sinapis
Brassicaceae | Sinosophiopsis
Brassicaceae | Sisymbrella
Brassicaceae | Sisymbriopsis
Brassicaceae | Sisymbrium
Brassicaceae | Smelowskia
Brassicaceae | Sobolewskia
Brassicaceae | Solms-laubachia
Brassicaceae | Sophia
Brassicaceae | Sphaerocardamum
Brassicaceae | Spirorhynchus
Brassicaceae | Spryginia
Brassicaceae | Stanleya
Brassicaceae | Stenopetalum
Brassicaceae | Sterigmostemum
Brassicaceae | Stevenia
Brassicaceae | Straussiella
Brassicaceae | Streptanthella
Brassicaceae | Streptanthus
Brassicaceae | Streptoloma
Brassicaceae | Strigosella
Brassicaceae | Stubendorffia
Brassicaceae | Subularia
Brassicaceae | Succowia
Brassicaceae | Synstemon
Brassicaceae | Synthlipsis
Brassicaceae | Syrenia
Brassicaceae | Tauscheria
Brassicaceae | Tchihatchewia
Brassicaceae | Teesdalia
Brassicaceae | Teesdaliopsis
Brassicaceae | Tetracme
Brassicaceae | Thelypodiopsis
Brassicaceae | Thelypodium
Brassicaceae | Thlaspi
Brassicaceae | Thysanocarpus
Brassicaceae | Torularia
Brassicaceae | Trachystoma
Brassicaceae | Trichotolinum
Brassicaceae | Tropidocarpum
Brassicaceae | Turrita
Brassicaceae | Turritis
Brassicaceae | Vella
Brassicaceae | Veselskya
Brassicaceae | Warea
Brassicaceae | Weberbauera
Brassicaceae | Werdermannia
Brassicaceae | Winklera
Brassicaceae | Xerodraba
Brassicaceae | Yinshania
Brassicaceae | Zilla
Brassicaceae | Zuvanda
Bromeliaceae | Acanthostachys
Bromeliaceae | Aechmea
Bromeliaceae | Alcantarea
Bromeliaceae | Ananas
Bromeliaceae | Androlepis
Bromeliaceae | Anoplophytum
Bromeliaceae | Araeococcus
Bromeliaceae | Ayensua
Bromeliaceae | Billbergia
Bromeliaceae | Brewcaria
Bromeliaceae | Brocchinia
Bromeliaceae | Bromelia
Bromeliaceae | Canistrum
Bromeliaceae | Catopsis
Bromeliaceae | Connellia
Bromeliaceae | Cottendorfia
Bromeliaceae | Cryptanthus
Bromeliaceae | Deuterocohnia
Bromeliaceae | Disteganthus
Bromeliaceae | Dyckia
Bromeliaceae | Eduandrea
Bromeliaceae | Encholirium
Bromeliaceae | Fascicularia
Bromeliaceae | Fernseea
Bromeliaceae | Fosterella
Bromeliaceae | Glomeropitcairnia
Bromeliaceae | Greigia
Bromeliaceae | Guzmania
Bromeliaceae | Hechtia
Bromeliaceae | Hohenbergia
Bromeliaceae | Hohenbergiopsis
Bromeliaceae | × Hohenmea
Bromeliaceae | Lindmania
Bromeliaceae | Lymania
Bromeliaceae | Mezobromelia
Bromeliaceae | Navia
Bromeliaceae | Neoglaziovia
Bromeliaceae | Neoregelia
Bromeliaceae | Nidularium
Bromeliaceae | × Niduregelia
Bromeliaceae | Ochagavia
Bromeliaceae | Orthophytum
Bromeliaceae | Pitcairnia
Bromeliaceae | Portea
Bromeliaceae | Puya
Bromeliaceae | Quesnelia
Bromeliaceae | Ronnbergia
Bromeliaceae | Steyerbromelia
Bromeliaceae | Tillandsia
Bromeliaceae | Vriesea
Brunelliaceae | Brunellia
Bruniaceae | Audouinia
Bruniaceae | Berzelia
Bruniaceae | Brunia
Bruniaceae | Linconia
Bruniaceae | Lonchostoma
Bruniaceae | Mniothamnea
Bruniaceae | Nebelia
Bruniaceae | Pseudobaeckea
Bruniaceae | Raspalia
Bruniaceae | Staavia
Burmanniaceae | Afrothismia
Burmanniaceae | Apteria
Burmanniaceae | Burmannia
Burmanniaceae | Campylosiphon
Burmanniaceae | Cymbocarpa
Burmanniaceae | Desmogymnosiphon
Burmanniaceae | Dictyostega
Burmanniaceae | Geomitra
Burmanniaceae | Gymnosiphon
Burmanniaceae | Haplothismia
Burmanniaceae | Hexapterella
Burmanniaceae | Marthella
Burmanniaceae | Miersiella
Burmanniaceae | Oxygyne
Burmanniaceae | Scaphiophora
Burmanniaceae | Thismia
Burmanniaceae | Tiputinia
Burseraceae | Aucoumea
Burseraceae | Beiselia
Burseraceae | Boswellia
Burseraceae | Bursera
Burseraceae | Canarium
Burseraceae | Commiphora
Burseraceae | Crepidospermum
Burseraceae | Dacryodes
Burseraceae | Elaphrium
Burseraceae | Garuga
Burseraceae | Haplolobus
Burseraceae | Protium
Burseraceae | Santiria
Burseraceae | Tetragastris
Burseraceae | Tingulonga
Burseraceae | Trattinnickia
Butomaceae | Butomus
Buxaceae | Buxus
Buxaceae | Didymeles
Buxaceae | Pachysandra
Buxaceae | Sarcococca
Buxaceae | Styloceras
Byblidaceae | Byblis
Cabombaceae | Brasenia
Cabombaceae | Cabomba
Cactaceae | Acanthocalycium
Cactaceae | Acanthocereus
Cactaceae | Airampoa
Cactaceae | Aporocactus
Cactaceae | Ariocarpus
Cactaceae | Armatocereus
Cactaceae | Arrojadoa
Cactaceae | Arthrocereus
Cactaceae | Astrophytum
Cactaceae | Austrocactus
Cactaceae | Austrocephalocereus
Cactaceae | Austrocylindropuntia
Cactaceae | Aztekium
Cactaceae | Backebergia
Cactaceae | Bergerocactus
Cactaceae | Blossfeldia
Cactaceae | Brachycereus
Cactaceae | Brasilicactus
Cactaceae | Brasilicereus
Cactaceae | Brasiliopuntia
Cactaceae | Bridgesia
Cactaceae | Browningia
Cactaceae | Cactus
Cactaceae | Calymmanthium
Cactaceae | Carnegiea
Cactaceae | Castellanosia
Cactaceae | Cephalocereus
Cactaceae | Cephalomamillaria
Cactaceae | Cereus
Cactaceae | Cintia
Cactaceae | Cipocereus
Cactaceae | Cleistocactus
Cactaceae | Coleocephalocereus
Cactaceae | Consolea
Cactaceae | Copiapoa
Cactaceae | Corryocactus
Cactaceae | Corynopuntia
Cactaceae | Coryphantha
Cactaceae | Cumulopuntia
Cactaceae | Cylindropuntia
Cactaceae | Denmoza
Cactaceae | Discocactus
Cactaceae | Disocactus
Cactaceae | Echinocactus
Cactaceae | Echinocereus
Cactaceae | Echinofossulocactus
Cactaceae | Echinomastus
Cactaceae | Echinopsis
Cactaceae | Epiphyllum
Cactaceae | Epithelantha
Cactaceae | Eriosyce
Cactaceae | Escobaria
Cactaceae | Escontria
Cactaceae | Espostoa
Cactaceae | Espostoopsis
Cactaceae | Eulychnia
Cactaceae | Facheiroa
Cactaceae | Ferocactus
Cactaceae | Frailea
Cactaceae | Geohintonia
Cactaceae | Grusonia
Cactaceae | Gymnocalycium
Cactaceae | Haageocereus
Cactaceae | Hariota
Cactaceae | Harrisia
Cactaceae | Hatiora
Cactaceae | Heliocereus
Cactaceae | Hylocereus
Cactaceae | Islaya
Cactaceae | Isolatocereus
Cactaceae | Jasminocereus
Cactaceae | Krainzia
Cactaceae | Lasiocereus
Cactaceae | Lemaireocereus
Cactaceae | Lepismium
Cactaceae | Leptocereus
Cactaceae | Leptocladia
Cactaceae | Leuchtenbergia
Cactaceae | Lobivia
Cactaceae | Lophocereus
Cactaceae | Lophophora
Cactaceae | Loxanthocereus
Cactaceae | Maihuenia
Cactaceae | Maihueniopsis
Cactaceae | Malacocarpus
Cactaceae | Mammillaria
Cactaceae | Mammilloydia
Cactaceae | Marginatocereus
Cactaceae | Marniera
Cactaceae | Matucana
Cactaceae | Melocactus
Cactaceae | Micranthocereus
Cactaceae | Mila
Cactaceae | Miqueliopuntia
Cactaceae | Monvillea
Cactaceae | Myrtillocactus
Cactaceae | Neobesseya
Cactaceae | Neobuxbaumia
Cactaceae | Neochilenia
Cactaceae | Neolloydia
Cactaceae | Neolobivia
Cactaceae | Neomammillaria
Cactaceae | Neoporteria
Cactaceae | Neoraimondia
Cactaceae | Neowerdermannia
Cactaceae | Nopalea
Cactaceae | Notocactus
Cactaceae | Nyctocereus
Cactaceae | Obregonia
Cactaceae | Oehmea
Cactaceae | Opuntia
Cactaceae | Oreocereus
Cactaceae | Oroya
Cactaceae | Ortegocactus
Cactaceae | Pachgerocereus
Cactaceae | Pachycereus
Cactaceae | Parodia
Cactaceae | Pediocactus
Cactaceae | Pelecyphora
Cactaceae | Peniocereus
Cactaceae | Pereskia
Cactaceae | Pereskiopsis
Cactaceae | Pfeiffera
Cactaceae | Pilocereus
Cactaceae | Pilosocereus
Cactaceae | Platyopuntia
Cactaceae | Polaskia
Cactaceae | Porfiria
Cactaceae | Praecereus
Cactaceae | Pseudoacanthocereus
Cactaceae | Pseudomitrocereus
Cactaceae | Pseudopilocereus
Cactaceae | Pseudorhipsalis
Cactaceae | Pseudosolisia
Cactaceae | Pterocactus
Cactaceae | Pterocereus
Cactaceae | Puebloa
Cactaceae | Puna
Cactaceae | Pygmaeocereus
Cactaceae | Pyrrhocactus
Cactaceae | Quiabentia
Cactaceae | Rebutia
Cactaceae | Rhipsalis
Cactaceae | Rhodocactus
Cactaceae | Ritterocereus
Cactaceae | Schlumbergera
Cactaceae | Sclerocactus
Cactaceae | Selenicereus
Cactaceae | Siccobaccatus
Cactaceae | Solisia
Cactaceae | Stenocactus
Cactaceae | Stenocereus
Cactaceae | Stephanocereus
Cactaceae | Stetsonia
Cactaceae | Strombocactus
Cactaceae | Sulcorebutia
Cactaceae | Tacinga
Cactaceae | Tephrocactus
Cactaceae | Thelocactus
Cactaceae | Thelocephala
Cactaceae | Thrixanthocereus
Cactaceae | Torreycactus
Cactaceae | Trichocereus
Cactaceae | Tunilla
Cactaceae | Turbinicarpus
Cactaceae | Uebelmannia
Cactaceae | Weberbauerocereus
Cactaceae | Weberocereus
Cactaceae | Weingartia
Cactaceae | Werckleocereus
Cactaceae | Wigginsia
Cactaceae | Yavia
Cactaceae | Yungasocereus
Cactaceae | Zygocactus
Calceolariaceae | Calceolaria
Calceolariaceae | Jovellana
Calceolariaceae | Porodittia
Calceolariaceae | Stemotria
Calophyllaceae | Calophyllum
Calophyllaceae | Caraipa
Calophyllaceae | Clusiella
Calophyllaceae | Endodesmia
Calophyllaceae | Haploclathra
Calophyllaceae | Kayea
Calophyllaceae | Kielmeyera
Calophyllaceae | Mahurea
Calophyllaceae | Mammea
Calophyllaceae | Marila
Calophyllaceae | Mesua
Calophyllaceae | Neotatea
Calycanthaceae | Calycanthus
Calycanthaceae | Chimonanthus
Calycanthaceae | Idiospermum
Calyceraceae | Acicarpha
Calyceraceae | Boopis
Calyceraceae | Calycera
Calyceraceae | Gamocarpha
Calyceraceae | Moschopsis
Calyceraceae | Nastanthus
Campanulaceae | Adenophora
Campanulaceae | Apetahia
Campanulaceae | Asyneuma
Campanulaceae | Azorina
Campanulaceae | Berenice
Campanulaceae | Brighamia
Campanulaceae | Burmeistera
Campanulaceae | Campanula
Campanulaceae | Canarina
Campanulaceae | Centropogon
Campanulaceae | Clermontia
Campanulaceae | Codonopsis
Campanulaceae | Craterocapsa
Campanulaceae | Cryptocodon
Campanulaceae | Cyananthus
Campanulaceae | Cyanea
Campanulaceae | Cyclocodon
Campanulaceae | Cylindrocarpa
Campanulaceae | Cyphia
Campanulaceae | Cyphocarpus
Campanulaceae | Delissea
Campanulaceae | Dialypetalum
Campanulaceae | Diastatea
Campanulaceae | Dielsantha
Campanulaceae | Downingia
Campanulaceae | Echinocodon
Campanulaceae | Edraianthus
Campanulaceae | Favratia
Campanulaceae | Feeria
Campanulaceae | × Fockeanthus
Campanulaceae | Githopsis
Campanulaceae | Grammatotheca
Campanulaceae | Gunillaea
Campanulaceae | Hanabusaya
Campanulaceae | Heterochaenia
Campanulaceae | Heterocodon
Campanulaceae | Heterotoma
Campanulaceae | Hippobroma
Campanulaceae | Homocodon
Campanulaceae | Howellia
Campanulaceae | Isotoma
Campanulaceae | Jasione
Campanulaceae | Laurentia
Campanulaceae | Legenere
Campanulaceae | Legousia
Campanulaceae | Lightfootia
Campanulaceae | Lobelia
Campanulaceae | Lysipomia
Campanulaceae | Merciera
Campanulaceae | Michauxia
Campanulaceae | Microcodon
Campanulaceae | Monopsis
Campanulaceae | Muehlbergella
Campanulaceae | Musschia
Campanulaceae | Namacodon
Campanulaceae | Nemacladus
Campanulaceae | Nesocodon
Campanulaceae | Ostrowskia
Campanulaceae | Palmerella
Campanulaceae | Parishella
Campanulaceae | Peracarpa
Campanulaceae | Petromarula
Campanulaceae | Physoplexis
Campanulaceae | Phyteuma
Campanulaceae | Platycodon
Campanulaceae | Porterella
Campanulaceae | Pratia
Campanulaceae | Prismatocarpus
Campanulaceae | Pseudonemacladus
Campanulaceae | Rhigiophyllum
Campanulaceae | Roella
Campanulaceae | Ruthiella
Campanulaceae | Sachokiella
Campanulaceae | Sclerotheca
Campanulaceae | Sergia
Campanulaceae | Siphocampylus
Campanulaceae | Siphocodon
Campanulaceae | Solenopsis
Campanulaceae | Theilera
Campanulaceae | Theodorovia
Campanulaceae | Trachelium
Campanulaceae | Treichelia
Campanulaceae | Trematolobelia
Campanulaceae | Triodanis
Campanulaceae | Unigenes
Campanulaceae | Wahlenbergia
Campanulaceae | Wimmerella
Campanulaceae | Zeugandra
Campyneumataceae | Campynema
Campyneumataceae | Campynemanthe
Canellaceae | Canella
Canellaceae | Cinnamodendron
Canellaceae | Cinnamosma
Canellaceae | Pleodendron
Canellaceae | Warburgia
Cannabaceae | Aphananthe
Cannabaceae | Cannabis
Cannabaceae | Celtis
Cannabaceae | Gironniera
Cannabaceae | Humulus
Cannabaceae | Lozanella
Cannabaceae | Pteroceltis
Cannabaceae | Trema
Cannaceae | Canna
Capparaceae | Acome
Capparaceae | Anisocapparis
Capparaceae | Apophyllum
Capparaceae | Bachmannia
Capparaceae | Belencita
Capparaceae | Borthwickia
Capparaceae | Boscia
Capparaceae | Buchholzia
Capparaceae | Cadaba
Capparaceae | Capparicordis
Capparaceae | Capparidastrum
Capparaceae | Capparis
Capparaceae | Cladostemon
Capparaceae | Cleoserrata
Capparaceae | Crataeva
Capparaceae | Crateva
Capparaceae | Dhofaria
Capparaceae | Dipterygium
Capparaceae | Euadenia
Capparaceae | Forchhammeria
Capparaceae | Hypselandra
Capparaceae | Maerua
Capparaceae | Morisonia
Capparaceae | Neocalyptrocalyx
Capparaceae | Quadrella
Capparaceae | Ritchiea
Capparaceae | Steriphoma
Capparaceae | Stixis
Capparaceae | Thilachium
Caprifoliaceae | Abelia
Caprifoliaceae | Aretiastrum
Caprifoliaceae | Astrephia
Caprifoliaceae | Bassecoia
Caprifoliaceae | Belonanthus
Caprifoliaceae | Centranthus
Caprifoliaceae | Cephalaria
Caprifoliaceae | Diervilla
Caprifoliaceae | Dipelta
Caprifoliaceae | Dipsacus
Caprifoliaceae | Ebulum
Caprifoliaceae | Fedia
Caprifoliaceae | Heptacodium
Caprifoliaceae | Knautia
Caprifoliaceae | Kolkwitzia
Caprifoliaceae | Leycesteria
Caprifoliaceae | Linnaea
Caprifoliaceae | Lomelosia
Caprifoliaceae | Lonicera
Caprifoliaceae | Macrodiervilla
Caprifoliaceae | Metalonicera
Caprifoliaceae | Morina
Caprifoliaceae | Nardostachys
Caprifoliaceae | Oreinotinus
Caprifoliaceae | Patrinia
Caprifoliaceae | Phyllactis
Caprifoliaceae | Plectritis
Caprifoliaceae | Pseudobetckea
Caprifoliaceae | Pseudoscabiosa
Caprifoliaceae | Pterocephalidium
Caprifoliaceae | Pterocephalodes
Caprifoliaceae | Pterocephalus
Caprifoliaceae | Pycnocomon
Caprifoliaceae | Scabiosa
Caprifoliaceae | Siphonella
Caprifoliaceae | Sixalix
Caprifoliaceae | Stangea
Caprifoliaceae | Succisa
Caprifoliaceae | Succisella
Caprifoliaceae | Symphoria
Caprifoliaceae | Symphoricarpos
Caprifoliaceae | Tinus
Caprifoliaceae | Triosteum
Caprifoliaceae | Triplostegia
Caprifoliaceae | Valeriana
Caprifoliaceae | Valerianella
Caprifoliaceae | Vesalea
Caprifoliaceae | Weigela
Caprifoliaceae | Weigelastrum
Caprifoliaceae | Xylosteon
Cardiopteridaceae | Cardiopteris
Cardiopteridaceae | Citronella
Cardiopteridaceae | Dendrobangia
Cardiopteridaceae | Gonocaryum
Cardiopteridaceae | Leptaulus
Cardiopteridaceae | Phlebocalymna
Cardiopteridaceae | Pseudobotrys
Caricaceae | Carica
Caricaceae | Cylicomorpha
Caricaceae | Jacaratia
Caricaceae | Jarilla
Caricaceae | Papaya
Caricaceae | Vasconcellea
Carlemanniaceae | Carlemannia
Carlemanniaceae | Silvianthus
Caryocaraceae | Anthodiscus
Caryocaraceae | Caryocar
Caryophyllaceae | Acanthophyllum
Caryophyllaceae | Achyronychia
Caryophyllaceae | Agrostemma
Caryophyllaceae | Allochrusa
Caryophyllaceae | Alsinidendron
Caryophyllaceae | Ammodenia
Caryophyllaceae | Ankyropetalum
Caryophyllaceae | Anychia
Caryophyllaceae | Arenaria
Caryophyllaceae | Bolanthus
Caryophyllaceae | Bolbosaponaria
Caryophyllaceae | Brachystemma
Caryophyllaceae | Bufonia
Caryophyllaceae | Cardionema
Caryophyllaceae | Cerastium
Caryophyllaceae | Cerdia
Caryophyllaceae | Chaetonychia
Caryophyllaceae | Colobanthus
Caryophyllaceae | Cometes
Caryophyllaceae | Dianthus
Caryophyllaceae | Diaphanoptera
Caryophyllaceae | Dicheranthus
Caryophyllaceae | Drymaria
Caryophyllaceae | Drypis
Caryophyllaceae | Eremogone
Caryophyllaceae | Gastrocalyx
Caryophyllaceae | Gastrolychnis
Caryophyllaceae | Geocarpon
Caryophyllaceae | Gymnocarpos
Caryophyllaceae | Gypsophila
Caryophyllaceae | Herniaria
Caryophyllaceae | Holosteum
Caryophyllaceae | Honckenya
Caryophyllaceae | Illecebrum
Caryophyllaceae | Ixoca
Caryophyllaceae | Kuhitangia
Caryophyllaceae | Lepyrodiclis
Caryophyllaceae | Loeflingia
Caryophyllaceae | Lychnis
Caryophyllaceae | Melandrium
Caryophyllaceae | Mesostemma
Caryophyllaceae | Microphyes
Caryophyllaceae | Minuartia
Caryophyllaceae | Mniarum
Caryophyllaceae | Moehringia
Caryophyllaceae | Moenchia
Caryophyllaceae | Myosoton
Caryophyllaceae | Oberna
Caryophyllaceae | Ortega
Caryophyllaceae | Otites
Caryophyllaceae | Paronychia
Caryophyllaceae | Petrorhagia
Caryophyllaceae | Philippiella
Caryophyllaceae | Pleconax
Caryophyllaceae | Pleioneura
Caryophyllaceae | Plettkea
Caryophyllaceae | Pollichia
Caryophyllaceae | Polycarpaea
Caryophyllaceae | Polycarpon
Caryophyllaceae | Polytepalum
Caryophyllaceae | Porsildia
Caryophyllaceae | Psammophiliella
Caryophyllaceae | Psammosilene
Caryophyllaceae | Pseudocerastium
Caryophyllaceae | Pseudosaponaria
Caryophyllaceae | Pseudostellaria
Caryophyllaceae | Pteranthus
Caryophyllaceae | Pycnophyllopsis
Caryophyllaceae | Pycnophyllum
Caryophyllaceae | Reicheella
Caryophyllaceae | Sabulina
Caryophyllaceae | Sagina
Caryophyllaceae | Sanctambrosia
Caryophyllaceae | Saponaria
Caryophyllaceae | Scleranthopsis
Caryophyllaceae | Scleranthus
Caryophyllaceae | Scopulophila
Caryophyllaceae | Silene
Caryophyllaceae | Spergula
Caryophyllaceae | Spergularia
Caryophyllaceae | Stellaria
Caryophyllaceae | Telephium
Caryophyllaceae | Thylacospermum
Caryophyllaceae | Tissa
Caryophyllaceae | Tytthostemma
Caryophyllaceae | Vaccaria
Caryophyllaceae | Velezia
Caryophyllaceae | Wilhelmsia
Casuarinaceae | Allocasuarina
Casuarinaceae | Casuarina
Casuarinaceae | Ceuthostoma
Casuarinaceae | Gymnostoma
Celastraceae | Acanthothamnus
Celastraceae | Allocassine
Celastraceae | Anthodon
Celastraceae | Apatophyllum
Celastraceae | Apodostigma
Celastraceae | Arnicratea
Celastraceae | Bequaertia
Celastraceae | Brassiantha
Celastraceae | Brexia
Celastraceae | Brexiella
Celastraceae | Campylostemon
Celastraceae | Canotia
Celastraceae | Cassine
Celastraceae | Catha
Celastraceae | Celastrus
Celastraceae | Cheiloclinium
Celastraceae | Crossopetalum
Celastraceae | Cuervea
Celastraceae | Denhamia
Celastraceae | Dicarpellum
Celastraceae | Elachyptera
Celastraceae | Elaeodendron
Celastraceae | Empleuridium
Celastraceae | Euonymus
Celastraceae | Evonymopsis
Celastraceae | Evonymus
Celastraceae | Fraunhofera
Celastraceae | Gloveria
Celastraceae | Glyptopetalum
Celastraceae | Goniodiscus
Celastraceae | Gyminda
Celastraceae | Gymnosporia
Celastraceae | Helictonema
Celastraceae | Hippocratea
Celastraceae | Hylenaea
Celastraceae | Lauridia
Celastraceae | Lepuropetalon
Celastraceae | Loeseneriella
Celastraceae | Maurocenia
Celastraceae | Maytenus
Celastraceae | Microtropis
Celastraceae | Monimopetalum
Celastraceae | Mortonia
Celastraceae | Myginda
Celastraceae | Orthosphenia
Celastraceae | Paracelastrus
Celastraceae | Parnassia
Celastraceae | Paxistima
Celastraceae | Peripterygia
Celastraceae | Peritassa
Celastraceae | Plagiopteron
Celastraceae | Plenckia
Celastraceae | Pleurostylia
Celastraceae | Polycardia
Celastraceae | Prionostemma
Celastraceae | Pristimera
Celastraceae | Psammomoya
Celastraceae | Ptelidium
Celastraceae | Pterocelastrus
Celastraceae | Putterlickia
Celastraceae | Quetzalia
Celastraceae | Reissantia
Celastraceae | Rhacoma
Celastraceae | Salacia
Celastraceae | Salacighia
Celastraceae | Schaefferia
Celastraceae | Semialarium
Celastraceae | Simicratea
Celastraceae | Simirestis
Celastraceae | Siphonodon
Celastraceae | Tontelea
Celastraceae | Torralbasia
Celastraceae | Tricerma
Celastraceae | Tripterygium
Celastraceae | Tristemonanthus
Celastraceae | Viposia
Celastraceae | Wimmeria
Celastraceae | Zinowiewia
Centrolepidaceae | Aphelia
Centrolepidaceae | Centrolepis
Centrolepidaceae | Gaimardia
Centroplacaceae | Bhesa
Centroplacaceae | Centroplacus
Cephalotaceae | Cephalotus
Ceratophyllaceae | Ceratophyllum
Cercidiphyllaceae | Cercidiphyllum
Chloranthaceae | Ascarina
Chloranthaceae | Chloranthus
Chloranthaceae | Hedyosmum
Chloranthaceae | Tafallaea
Chrysobalanaceae | Acioa
Chrysobalanaceae | Afrolicania
Chrysobalanaceae | Atuna
Chrysobalanaceae | Bafodeya
Chrysobalanaceae | Chrysobalanus
Chrysobalanaceae | Couepia
Chrysobalanaceae | Dactyladenia
Chrysobalanaceae | Exellodendron
Chrysobalanaceae | Grangeria
Chrysobalanaceae | Hirtella
Chrysobalanaceae | Hunga
Chrysobalanaceae | Kostermanthus
Chrysobalanaceae | Licania
Chrysobalanaceae | Magnistipula
Chrysobalanaceae | Maranthes
Chrysobalanaceae | Neocarya
Chrysobalanaceae | Parastemon
Chrysobalanaceae | Parinari
Circaeasteraceae | Circaeaster
Circaeasteraceae | Kingdonia
Cistaceae | Cistus
Cistaceae | Fumana
Cistaceae | Halimium
Cistaceae | Helianthemum
Cistaceae | Horanthes
Cistaceae | Hudsonia
Cistaceae | Lechea
Cistaceae | Tuberaria
Cleomaceae | Cleome
Cleomaceae | Cleomella
Cleomaceae | Dactylaena
Cleomaceae | Haptocarpum
Cleomaceae | Justago
Cleomaceae | Peritoma
Cleomaceae | Podandrogyne
Cleomaceae | Polanisia
Cleomaceae | Wislizenia
Clethraceae | Clethra
Clethraceae | Purdiaea
Clusiaceae | Agasthiyamalaia
Clusiaceae | Allanblackia
Clusiaceae | Astrotheca
Clusiaceae | Chrysochlamys
Clusiaceae | Clusia
Clusiaceae | Decaphalangium
Clusiaceae | Dystovomita
Clusiaceae | Garcinia
Clusiaceae | Havetiopsis
Clusiaceae | Lorostemon
Clusiaceae | Martia
Clusiaceae | Moronobea
Clusiaceae | Myriandra
Clusiaceae | Norysca
Clusiaceae | Ochrocarpos
Clusiaceae | Oedematopus
Clusiaceae | Pentadesma
Clusiaceae | Platonia
Clusiaceae | Quapoya
Clusiaceae | Rheedia
Clusiaceae | Symphonia
Clusiaceae | Tovomita
Clusiaceae | Tovomitidium
Clusiaceae | Tovomitopsis
Clusiaceae | Webbia
Colchicaceae | Androcymbium
Colchicaceae | Baeometra
Colchicaceae | Burchardia
Colchicaceae | Camptorrhiza
Colchicaceae | Colchicum
Colchicaceae | Gloriosa
Colchicaceae | Hexacyrtis
Colchicaceae | Iphigenia
Colchicaceae | Kuntheria
Colchicaceae | Merendera
Colchicaceae | Ornithoglossum
Colchicaceae | Sandersonia
Colchicaceae | Schelhammera
Colchicaceae | Tripladenia
Colchicaceae | Wurmbea
Columelliaceae | Columellia
Columelliaceae | Desfontainia
Combretaceae | Anogeissus
Combretaceae | Buchenavia
Combretaceae | Bucida
Combretaceae | Combretum
Combretaceae | Conocarpus
Combretaceae | Dansiea
Combretaceae | Getonia
Combretaceae | Guiera
Combretaceae | Laguncularia
Combretaceae | Lumnitzera
Combretaceae | Meiostemon
Combretaceae | Pteleopsis
Combretaceae | Quisqualis
Combretaceae | Terminalia
Combretaceae | Thiloa
Commelinaceae | Aetheolirion
Commelinaceae | Amischotolype
Commelinaceae | Aneilema
Commelinaceae | Anthericopsis
Commelinaceae | Belosynapsis
Commelinaceae | Buforrestia
Commelinaceae | Callisia
Commelinaceae | Cartonema
Commelinaceae | Cochliostema
Commelinaceae | Coleotrype
Commelinaceae | Commelina
Commelinaceae | Cyanotis
Commelinaceae | Dichorisandra
Commelinaceae | Dictyospermum
Commelinaceae | Elasis
Commelinaceae | Floscopa
Commelinaceae | Geogenanthus
Commelinaceae | Gibasis
Commelinaceae | Gibasoides
Commelinaceae | Matudanthus
Commelinaceae | Murdannia
Commelinaceae | Palisota
Commelinaceae | Plowmanianthus
Commelinaceae | Pollia
Commelinaceae | Polyspatha
Commelinaceae | Porandra
Commelinaceae | Pseudoparis
Commelinaceae | Rhopalephora
Commelinaceae | Sauvallea
Commelinaceae | Siderasis
Commelinaceae | Spatholirion
Commelinaceae | Stanfieldiella
Commelinaceae | Streptolirion
